anio;categoria_derivados;producto;produccion_local;importado;exportado;oferta_bruta;importado_pcnt;exportado_pcnt
2016;gas;Gas Distribuido por Redes;34421.50709;4356.69407;-50.41752;38778.20116;11.234905023;0.146470983586442
2016;gas;Gas de Refinería ;1234.06915;0;0;1234.06915;0.000000000;0
2016;gas;Gas Licuado ;2864.554;0;-967.3752;2864.554;0.000000000;33.7705346102744
2016;petroleo;Gasolina Natural;946.153804086399;0;-213.304;946.153804086399;0.000000000;22.5443262056073
2016;petroleo;Otras Naftas;810.496988;76.8406084;-502.227788;887.3375964;8.659681356;61.9654107832415
2016;petroleo;Motonafta Total ;6333.7788576;185.185824;0;6518.9646816;2.840724456;0
2016;petroleo;Kerosene y Aerokerosene ;1377.6042;127.2264;-973.19720316;1504.8306;8.454533022;70.6441809018875
2016;petroleo;Diesel Oil + Gas Oil;9848.6265;3603.3085608;-74.9902176;13451.9350608;26.786544423;0.761428180873749
2016;petroleo;Fuel Oil ;3844.42926;0;-640.48586;3844.42926;0.000000000;16.6601026233996
2015;gas;Gas Distribuido por Redes;33615.5955390468;4603.54437;-72.96779;38219.1399090468;12.045128124;0.217065290172364
2015;gas;Gas de Refinería ;1274.54873129625;0;0;1274.54873129625;0.000000000;0
2015;gas;Gas Licuado ;2841.391421;0;-940.097279;2841.391421;0.000000000;33.085806906151
2015;petroleo;Gasolina Natural;1009.548426432;0;-254.163715624;1009.548426432;0.000000000;25.17598056413
2015;petroleo;Otras Naftas;960.56134459698;27.8258056;-666.1866434512;988.38715019698;2.815273913;69.3538884526642
2015;petroleo;Motonafta Total ;6250.03914619296;11.2657464;0;6261.30489259296;0.179926494;0
2015;petroleo;Kerosene y Aerokerosene ;1381.803486;92.91324;-939.79242084;1474.716726;6.300412707;68.0120169301701
2015;petroleo;Diesel Oil + Gas Oil;10160.4783170834;3337.0803608736;-100.08360436752;13497.558677957;24.723584764;0.985028472520268
2015;petroleo;Fuel Oil ;4513.75187284;0;-824.7724786;4513.75187284;0.000000000;18.2724372503237
2014;gas;Gas Distribuido por Redes;31885.21526;5481.32;-45.65;37366.53526;14.669061399;0.143169803395582
2014;gas;Gas de Refinería ;1148.5194418;0;0;1148.5194418;0.000000000;0
2014;gas;Gas Licuado ;2882;0;-961.4;2882;0.000000000;33.3587786259542
2014;petroleo;Gasolina Natural;1190.4565768096;0;-242.7115715752;1190.4565768096;0.000000000;20.3881079161797
2014;petroleo;Otras Naftas;1040.32623569152;18.0571688152;-716.3751329896;1058.38340450672;1.706108461;68.860623563282
2014;petroleo;Motonafta Total ;5469.4050435096;337.4056063416;0;5806.8106498512;5.810515043;0
2014;petroleo;Kerosene y Aerokerosene ;1366.34425704;63.6384;-924.598523394;1429.98265704;4.450291735;67.6695143723894
2014;petroleo;Diesel Oil + Gas Oil;9610.3546843848;3234.8189808264;-261.277503192;12845.1736652112;25.183147111;2.71870822433361
2014;petroleo;Fuel Oil ;4500.73662416;541.46212064;-1566.3434668;5042.1987448;10.738611230;34.8019357185189
2013;gas;Gas Distribuido por Redes;32701.68543;4740.13;-46.978;37441.81543;12.659989762;0.143656204205619
2013;gas;Gas de Refinería ;1226.0883742;0;0;1226.0883742;0.000000000;0
2013;gas;Gas Licuado ;2891.540707;0;-893.161973;2891.540707;0.000000000;30.8887912536657
2013;petroleo;Gasolina Natural;1041.4948748568;0;-246.5138658528;1041.4948748568;0.000000000;23.669234655302
2013;petroleo;Otras Naftas;861.627523583441;8.897260944;-706.8749586736;870.524784527441;1.022057166;82.0395053925115
2013;petroleo;Motonafta Total ;5716.4696221104;284.4950319072;-10.6550208;6000.9646540176;4.740821656;0.186391628126354
2013;petroleo;Kerosene y Aerokerosene ;1424.93951544;48.888;-933.34835958;1473.82751544;3.317077439;65.5009107029919
2013;petroleo;Diesel Oil + Gas Oil;9705.84170970408;4278.9653138112;-298.64356490424;13984.8070235153;30.597242469;3.07694658368115
2013;petroleo;Fuel Oil ;4172.307575212;608.69466;-1798.92681094;4781.002235212;12.731528455;43.1158724162035
2012;gas;Gas Distribuido por Redes;34350.12104;2694.18;-52.788;37044.30104;7.272859588;0.153676314381919
2012;gas;Gas de Refinería ;1187.02753124;0;0;1187.02753124;0.000000000;0
2012;gas;Gas Licuado ;2989.596654;0;-1010.563125;2989.596654;0.000000000;33.802657748091
2012;petroleo;Gasolina Natural;1238.02325;0;-272.0759108704;1238.02325;0.000000000;21.9766398466588
2012;petroleo;Otras Naftas;1283.56773786288;53.4102289888;-1093.355710802;1336.97796685168;3.994847358;85.1809903404412
2012;petroleo;Motonafta Total ;5485.3645767216;39.7850544;0;5525.1496311216;0.720071981;0
2012;petroleo;Kerosene y Aerokerosene ;1433.1991926;34.37448;-932.90326584;1467.5736726;2.342266057;65.0923661314376
2012;petroleo;Diesel Oil + Gas Oil;10036.3790908769;2655.7974442992;-238.31441174064;12692.1765351761;20.924680940;2.37450588088356
2012;petroleo;Fuel Oil ;3825.812325832;1156.17264;-1558.74138728;4981.984965832;23.207068025;40.7427561659345
2011;gas;Gas Distribuido por Redes;32167.80619;2864.33;-103.501;35032.13619;8.176292717;0.32175336853458
2011;gas;Gas de Refinería ;1010.27347425;0;0;1010.27347425;0.000000000;0
2011;gas;Gas Licuado ;3223.855239;0;-1416.928249;3223.855239;0.000000000;43.9513608383829
2011;petroleo;Gasolina Natural;1105.6731515648;0;-278.4879699784;1105.6731515648;0.000000000;25.1871875141647
2011;petroleo;Otras Naftas;1378.16690968608;60.3203223488;-1289.5991603052;1438.48723203488;4.193316493;93.5735106714285
2011;petroleo;Motonafta Total ;5148.4567372848;107.4432398184;-0.984680472;5255.8999771032;2.044240573;0.019125740435362
2011;petroleo;Kerosene y Aerokerosene ;1376.32259352;86.7319404;-923.29585614;1463.05453392;5.928141323;67.084262111736
2011;petroleo;Diesel Oil + Gas Oil;10159.5635056152;3718.5433027728;-185.2918825584;13878.106808388;26.794312467;1.82381735648376
2011;petroleo;Fuel Oil ;3216.787675136;1429.4917392;-1192.7798246;4646.279414336;30.766374807;37.0798431559388
2010;gas;Gas Distribuido por Redes;32410.85094;1152.704;-258.545;33563.55494;3.434391864;0.797711237136682
2010;gas;Gas de Refinería ;943.72191204;0;0;943.72191204;0.000000000;0
2010;gas;Gas Licuado ;3729.409145;0;-1433.916935;3729.409145;0.000000000;38.448903814226
2010;petroleo;Gasolina Natural;1300.8527012664;0;-311.783224116;1300.8527012664;0.000000000;23.9676040040871
2010;petroleo;Otras Naftas;2025.2817580588;30.8916228028;-1450.0049049572;2056.1733808616;1.502384142;71.5952187485758
2010;petroleo;Motonafta Total ;4620.0526355256;105.3512928;-13.400979816;4725.4039283256;2.229466399;0.290061193523078
2010;petroleo;Kerosene y Aerokerosene ;1427.015492028;35.9681448;-921.141654342;1462.983636828;2.458547307;64.5502210373989
2010;petroleo;Diesel Oil + Gas Oil;10241.835643229;2645.9509020096;-194.3804072616;12887.7865452386;20.530685333;1.89790594218436
2010;petroleo;Fuel Oil ;3503.757533024;652.73978;-1555.38932864;4156.497313024;15.704082809;44.3920366629247
2009;gas;Gas Distribuido por Redes;32858.4052;648.23;-509.869;33506.6352;1.934631741;1.5517156018272
2009;gas;Gas de Refinería ;1012.77642449174;0;0;1012.77642449174;0.000000000;0
2009;gas;Gas Licuado ;3310.788866;0;-1693.165881;3310.788866;0.000000000;51.1408594606528
2009;petroleo;Gasolina Natural;1327.314960872;0;-190.1724188;1327.314960872;0.000000000;14.327603048719
2009;petroleo;Otras Naftas;2076.3242293725;67.4480702364;-1844.5690591032;2143.7722996089;3.146232939;88.8381994010954
2009;petroleo;Motonafta Total ;4521.609901512;0;-60.4333541544;4521.609901512;0.000000000;1.33654506847642
2009;petroleo;Kerosene y Aerokerosene ;1320.22422672;18.7538694;-808.582867092;1338.97809612;1.400610619;61.2458740513242
2009;petroleo;Diesel Oil + Gas Oil;10320.0907209336;1665.9446980447;-216.7748947536;11986.0354189783;13.899047014;2.10051346073816
2009;petroleo;Fuel Oil ;3154.55299642;694.66712;-1469.4330602;3849.22011642;18.046957539;46.5813401096007
2008;gas;Gas Distribuido por Redes;34889.80779;375.99;-696.536;35265.79779;1.066160483;1.99638818359911
2008;gas;Gas de Refinería ;1006.81422549427;0;0;1006.81422549427;0.000000000;0
2008;gas;Gas Licuado ;3370.680159;0;-1718.936175;3370.680159;0.000000000;50.9967156156984
2008;petroleo;Gasolina Natural;1457.27015159481;0;-207.45809032;1457.27015159481;0.000000000;14.2360762754224
2008;petroleo;Otras Naftas;2372.7164108828;19.4424858892;-2124.8579023868;2392.158896772;0.812758965;89.5538081433094
2008;petroleo;Motonafta Total ;4393.869055152;38.8510408656;-51.546975912;4432.7200960176;0.876460503;1.17315685253658
2008;petroleo;Kerosene y Aerokerosene ;1257.70628844;12.57564;-829.4879502;1270.28192844;0.989988106;65.9524372124161
2008;petroleo;Diesel Oil + Gas Oil;10745.819471712;1839.89970444437;-238.0872600336;12585.7191761564;14.618947703;2.21562683665361
2008;petroleo;Fuel Oil ;4619.8621539;803.80384;-2373.86647148;5423.6659939;14.820304954;51.3839242903823
2007;gas;Gas Distribuido por Redes;35758.36378;0;-1507.197;35758.36378;0.000000000;4.21494956892572
2007;gas;Gas de Refinería ;1022.69489255058;0;0;1022.69489255058;0.000000000;0
2007;gas;Gas Licuado ;3317.681697;0;-1634.838139;3317.681697;0.000000000;49.2765216288921
2007;petroleo;Gasolina Natural;1046.461315536;0;-187.1029212;1046.461315536;0.000000000;17.8795831649224
2007;petroleo;Otras Naftas;2541.5112366636;112.142781408;-2197.8173693984;2653.6540180716;4.225975980;86.4767913551944
2007;petroleo;Motonafta Total ;4481.02976952;17.266076592;-1052.384197416;4498.295846112;0.383835950;23.4853203737749
2007;petroleo;Kerosene y Aerokerosene ;1282.23006576;2.39988;-845.89875762;1284.62994576;0.186814888;65.9709033665983
2007;petroleo;Diesel Oil + Gas Oil;11105.244949896;1617.91388108396;-256.201007688;12723.15883098;12.716290841;2.30702707453922
2007;petroleo;Fuel Oil ;4181.58572286;968.52518;-2288.7915043;5150.11090286;18.805909198;54.7350133655655
2006;gas;Gas Distribuido por Redes;34928.7191445;0;-3382.416;34928.7191445;0.000000000;9.68376763547199
2006;gas;Gas de Refinería ;1023.62406815138;0;0;1023.62406815138;0.000000000;0
2006;gas;Gas Licuado ;3574.742886;0;-1909.20034206968;3574.742886;0.000000000;53.4080464792813
2006;petroleo;Gasolina Natural;1099.104436248;0;-256.950512;1099.104436248;0.000000000;23.3781707657508
2006;petroleo;Otras Naftas;2118.2688812036;40.887038256;-1813.6882814148;2159.1559194596;1.893658438;85.6212493847459
2006;petroleo;Motonafta Total ;4424.0549304;24.9715451472;-1533.5363663544;4449.0264755472;0.561281109;34.6635923486544
2006;petroleo;Kerosene y Aerokerosene ;1214.5027482;18.7538694;-803.072457096;1233.2566176;1.520678595;66.1235603036901
2006;petroleo;Diesel Oil + Gas Oil;10833.5743872264;494.21241573066;-263.8499685264;11327.7868029571;4.362832955;2.43548397874573
2006;petroleo;Fuel Oil ;3312.5887153611;953.0451;-2025.5409202;4265.6338153611;22.342403058;61.1467675056425
2005;gas;Gas Distribuido por Redes;33547.148413;0;-3111.587;33547.148413;0.000000000;9.27526525263237
2005;gas;Gas de Refinería ;1010.13635174478;0;0;1010.13635174478;0.000000000;0
2005;gas;Gas Licuado ;3556.606691;0;-1195.06211;3556.606691;0.000000000;33.6011882625118
2005;petroleo;Gasolina Natural;1127.90015114504;0;-357.873152;1127.90015114504;0.000000000;31.7291518789751
2005;petroleo;Otras Naftas;1898.0729580024;0;-1462.5506644468;1898.0729580024;0.000000000;77.0545019505489
2005;petroleo;Motonafta Total ;4539.605648712;10.613051256;-2219.952918168;4550.218699968;0.233242663;48.9018890616161
2005;petroleo;Kerosene y Aerokerosene ;1302.30141972;12.57564;-884.696211378;1314.87705972;0.956411849;67.9332908635094
2005;petroleo;Diesel Oil + Gas Oil;10058.5989490224;671.744574681884;-408.15857364;10730.3435237043;6.260233637;4.05780741143546
2005;petroleo;Fuel Oil ;2683.7611115112;576.13808;-1535.1276052;3259.8991915112;17.673493754;57.2006054717584
2004;gas;Gas Distribuido por Redes;32478.59554;0;-3540.531;32478.59554;0.000000000;10.9011210033376
2004;gas;Gas de Refinería ;1025.22287754409;0;0;1025.22287754409;0.000000000;0
2004;gas;Gas Licuado ;3819.228358;0;-1360.02889;3819.228358;0.000000000;35.610043771046
2004;petroleo;Gasolina Natural;1298.44848397456;0;-371.5127416;1298.44848397456;0.000000000;28.6120509350357
2004;petroleo;Otras Naftas;1995.6916297772;5.9245732;-1638.61089404;2001.6162029772;0.295989470;82.1074192821532
2004;petroleo;Motonafta Total ;4480.18237836;30.54649632;-2058.9993864;4510.72887468;0.677196461;45.957936809566
2004;petroleo;Kerosene y Aerokerosene ;1256.51649228;2.458428;-800.139260382;1258.97492028;0.195272198;63.6791689801154
2004;petroleo;Diesel Oil + Gas Oil;10323.88361682;337.982743861321;-1088.0078016;10661.8663606813;3.170014821;10.5387453208731
2004;petroleo;Fuel Oil ;2279.0045334294;714.97076;-1300.434618;2993.9752934294;23.880315966;57.0615195768449
2003;gas;Gas Distribuido por Redes;29661.881893;0;-3144.87;29661.881893;0.000000000;10.6023953953581
2003;gas;Gas de Refinería ;1058.15527297189;0;0;1058.15527297189;0.000000000;0
2003;gas;Gas Licuado ;3550.92110062149;0;-1712.314362;3550.92110062149;0.000000000;48.2216955397941
2003;petroleo;Gasolina Natural;1325.73531490321;0;-355.288752;1325.73531490321;0.000000000;26.7993729974629
2003;petroleo;Otras Naftas;1887.5074414136;53.08427;-1581.113134688;1940.5917114136;2.735468243;83.7672530447809
2003;petroleo;Motonafta Total ;4698.674622504;3.48722064;-2314.413396;4702.161843144;0.074162072;49.2567283743221
2003;petroleo;Kerosene y Aerokerosene ;1180.654692;1.72536;-777.445876788;1182.380052;0.145922624;65.8487093691235
2003;petroleo;Diesel Oil + Gas Oil;10154.9936576208;369.515828180137;-1543.70903244;10524.5094858009;3.511002852;15.2014770711504
2003;petroleo;Fuel Oil ;1868.944619619;0.34496;-1231.1191298;1869.289579619;0.018454070;65.8724243017417
2002;gas;Gas Distribuido por Redes;26716.661836;0;-2645.21;26716.661836;0.000000000;9.9009749655013
2002;gas;Gas de Refinería ;914.99299973418;0;0;914.99299973418;0.000000000;0
2002;gas;Gas Licuado ;3227.50734746612;0;-1434.382202;3227.50734746612;0.000000000;44.4424147671149
2002;petroleo;Gasolina Natural;1054.94944444;0;-330.48652;1054.94944444;0.000000000;31.3272376929335
2002;petroleo;Otras Naftas;1505.47256416;9.395511824;-1439.703471532;1514.868075984;0.620219805;95.6313323674087
2002;petroleo;Motonafta Total ;4948.05584256;3.2309112;-2242.4431776;4951.28675376;0.065253971;45.3196820923471
2002;petroleo;Kerosene y Aerokerosene ;1347.633672;6.70572;-934.65225;1354.339392;0.495128477;69.3550680291996
2002;petroleo;Diesel Oil + Gas Oil;9590.660065296;362.948117109813;-1505.799089088;9953.60818240581;3.646397472;15.7006825269177
2002;petroleo;Fuel Oil ;1720.337288544;6.6056802;-1199.9144794;1726.942968744;0.382507142;69.748792134567
2001;gas;Gas Distribuido por Redes;27639.988779;0;-2808.72;27639.988779;0.000000000;10.161798626105
2001;gas;Gas de Refinería ;917.591252424983;0;0;917.591252424983;0.000000000;0
2001;gas;Gas Licuado ;3079.02666031074;0;-719.3142;3079.02666031074;0.000000000;23.3617399054091
2001;petroleo;Gasolina Natural;978.935094624;0;-98.878416;978.935094624;0.000000000;10.1006099937584
2001;petroleo;Otras Naftas;1479.8851224;24.297892082;-1365.5009548588;1504.183014482;1.615354771;92.2707400858455
2001;petroleo;Motonafta Total ;5378.321568;57.61260792;-2078.148218088;5435.93417592;1.059847416;38.6393448553279
2001;petroleo;Kerosene y Aerokerosene ;1310.29248;51.3857904;-865.25752278;1361.6782704;3.773710099;66.0354490304333
2001;petroleo;Diesel Oil + Gas Oil;10450.3395072;387.7524444096;-1738.659292464;10838.0919516096;3.577681811;16.6373474399192
2001;petroleo;Fuel Oil ;1689.3342018;13.88366;-1064.6685406;1703.2178618;0.815142931;63.0229672415077
2017;gas;Gas Distribuido por Redes;35020.60915;4025.4087;;39046.01785;10.309396250;0
2017;gas;Gas de Refinería ;1200.75919472854;0;;1200.75919472854;0.000000000;0
2017;gas;Gas Licuado ;2834.7;0;;2834.7;0.000000000;0
2017;petroleo;Gasolina Natural;916.8945490432;0;;916.8945490432;0.000000000;0
2017;petroleo;Otras Naftas;770.7195980664;98.2825087104;;869.0021067768;11.309812478;0
2017;petroleo;Motonafta Total ;6675.0985968;312.248471976;;6987.347068776;4.468770034;0
2017;petroleo;Kerosene y Aerokerosene ;1516.15011996;93.3408;;1609.49091996;5.799398980;0
2017;petroleo;Diesel Oil + Gas Oil;9937.04742456;3070.7226926232;;13007.7701171832;23.606833954;0
2017;petroleo;Fuel Oil ;2933.20958833;0;;2933.20958833;0.000000000;0
2000;gas;Gas Distribuido por Redes;28681.341722;0;-1970.42;28681.341722;0.000000000;6.87004122435664
2000;gas;Gas de Refinería ;697.761389339244;0;0;697.761389339244;0.000000000;0
2000;gas;Gas Licuado ;2660.43753015537;0;-147.318776;2660.43753015537;0.000000000;5.53738903207385
2000;petroleo;Gasolina Natural;857.150740992;0;-4.778592;857.150740992;0.000000000;0.55749727223821
2000;petroleo;Otras Naftas;1447.18850656;6.5042950016;-1202.9849518294;1453.6928015616;0.447432566;83.1256568426543
2000;petroleo;Motonafta Total ;5543.74301952;13.6571916;-1964.731294644;5557.40021112;0.245747851;35.4405189368629
2000;petroleo;Kerosene y Aerokerosene ;1249.66548;12.5680212;-761.51359578;1262.2335012;0.995697008;60.93739548443
2000;petroleo;Diesel Oil + Gas Oil;9500.7020808;122.384602056;-1311.04123137055;9623.086682856;1.271781146;13.7994141929789
2000;petroleo;Fuel Oil ;1360.7140995;1.02018;-636.5102401;1361.7342795;0.074917700;46.7776618419614
1999;gas;Gas Distribuido por Redes;27343.831665;0;-1687.39;27343.831665;0.000000000;6.17100785534696
1999;gas;Gas de Refinería ;820.92785402347;0;0;820.92785402347;0.000000000;0
1999;gas;Gas Licuado ;2544.7279;0;-837.7923727195;2544.7279;0.000000000;32.9226701495079
1999;petroleo;Gasolina Natural;849.826971712;0;0;849.826971712;0.000000000;0
1999;petroleo;Otras Naftas;1512.58973912;25.6153664;-1040.4689488;1538.20510552;1.665276387;68.7872541965892
1999;petroleo;Motonafta Total ;5794.27543104;85.9492992;-1851.3143712;5880.22473024;1.461666911;31.9507485143438
1999;petroleo;Kerosene y Aerokerosene ;1349.985;4.19916;-820.286754;1354.18416;0.310087810;60.7626569184102
1999;petroleo;Diesel Oil + Gas Oil;10965.19548;0;-1586.11827190672;10965.19548;0.000000000;14.4650250403627
1999;petroleo;Fuel Oil ;1567.0584405;214.49358;-529.4162174;1781.5520205;12.039703446;33.7840761848728
1998;gas;Gas Distribuido por Redes;24376.201608;0;-1030.03;24376.201608;0.000000000;4.22555579644515
1998;gas;Gas de Refinería ;755.747231081555;0;0;755.747231081555;0.000000000;0
1998;gas;Gas Licuado ;2308.2433;0;-631.5507;2308.2433;0.000000000;27.3606642765951
1998;petroleo;Gasolina Natural;165.33072;0;-99.88189859375;165.33072;0.000000000;60.4133935869571
1998;petroleo;Otras Naftas;1629.76325424;79.7044528;-933.0547816;1709.46770704;4.662530475;57.2509399247136
1998;petroleo;Motonafta Total ;6243.13185408;27.5900736;-1389.3413952;6270.72192768;0.439982412;22.2539172273294
1998;petroleo;Kerosene y Aerokerosene ;1378.68528;131.05512;-857.883516;1509.7404;8.680639400;62.2247534259596
1998;petroleo;Diesel Oil + Gas Oil;10720.0065216;562.03683560658;-1618.42179566168;11282.0433572066;4.981693633;15.0972090586016
1998;petroleo;Fuel Oil ;1542.8955654;28.62776;-476.7014;1571.5233254;1.821656703;30.8965435308911
1997;gas;Gas Distribuido por Redes;22882.111221;0;-105.41;22882.111221;0.000000000;0.460665534669984
1997;gas;Gas de Refinería ;714.832175401857;0;0;714.832175401857;0.000000000;0
1997;gas;Gas Licuado ;2202.5201;0;-630.9743;2202.5201;0.000000000;28.6478339062604
1997;petroleo;Gasolina Natural;150.47768;0;-66.269112;150.47768;0.000000000;44.0391638148594
1997;petroleo;Otras Naftas;1535.6763568;67.8514863758301;-838.2557274;1603.52784317583;4.231388102;54.5854420228709
1997;petroleo;Motonafta Total ;5882.7133056;0;-1170.8526216;5882.7133056;0.000000000;19.9032752537068
1997;petroleo;Kerosene y Aerokerosene ;1347.9774;192.76992;-859.26036;1540.74732;12.511455804;63.7444188604349
1997;petroleo;Diesel Oil + Gas Oil;10422.3538776;710.0169888;-1587.1876476614;11132.3708664;6.377949471;15.2286869770621
1997;petroleo;Fuel Oil ;1576.3500018;0;-405.07614;1576.3500018;0.000000000;25.6970938901546
1996;gas;Gas Distribuido por Redes;22131.3976765;0;0;22131.3976765;0.000000000;0
1996;gas;Gas de Refinería ;660.88433609105;0;0;660.88433609105;0.000000000;0
1996;gas;Gas Licuado ;2072.1063;0;-420.278297857666;2072.1063;0.000000000;20.2826610708952
1996;petroleo;Gasolina Natural;164.75832;0;-25.8301605351562;164.75832;0.000000000;15.6776061659018
1996;petroleo;Otras Naftas;1122.41427552;30.0997812;-743.4566732;1152.51405672;2.611662827;66.2372788207426
1996;petroleo;Motonafta Total ;6091.14366144;261.845784;-952.363848;6352.98944544;4.121615284;15.6352222330421
1996;petroleo;Kerosene y Aerokerosene ;1502.3358;182.906598164062;-921.590180806641;1685.24239816406;10.853429653;61.3438207893762
1996;petroleo;Diesel Oil + Gas Oil;9448.5106608;891.289166146289;-1141.59629445402;10339.7998269463;8.619984730;12.0822882614747
1996;petroleo;Fuel Oil ;1781.8951185;76.58798;-731.07706;1858.4830985;4.120994162;41.0280634595049
1995;gas;Gas Distribuido por Redes;20364.247457;0;0;20364.247457;0.000000000;0
1995;gas;Gas de Refinería ;615.036496780244;0;0;615.036496780244;0.000000000;0
1995;gas;Gas Licuado ;1943.865;0;-396.2772;1943.865;0.000000000;20.3860453272218
1995;petroleo;Gasolina Natural;177.61208;0;0;177.61208;0.000000000;0
1995;petroleo;Otras Naftas;612.266301597578;157.401626;-162.445318;769.667927597578;20.450589190;26.5318077405426
1995;petroleo;Motonafta Total ;5277.16727669672;0;-1082.9817528;5277.16727669672;0.000000000;20.5220281263834
1995;petroleo;Kerosene y Aerokerosene ;1341.07065175781;34.755;-691.368654416015;1375.82565175781;2.526119495;51.5534847854438
1995;petroleo;Diesel Oil + Gas Oil;8399.1206328;187.4557272;-855.764202362966;8586.57636;2.183125373;10.1887356995572
1995;petroleo;Fuel Oil ;2102.1090111;229.39742;-670.89624;2331.5064311;9.839021542;31.9153876634081
1994;gas;Gas Distribuido por Redes;18986.817056;0;0;18986.817056;0.000000000;0
1994;gas;Gas de Refinería ;723.796312472534;0;0;723.796312472534;0.000000000;0
1994;gas;Gas Licuado ;1705.258082;0;-526.978256433106;1705.258082;0.000000000;30.9031378883742
1994;petroleo;Gasolina Natural;159.67416;0;0;159.67416;0.000000000;0
1994;petroleo;Otras Naftas;633.51563984;121.6125916;0;755.12823144;16.104892724;0
1994;petroleo;Motonafta Total ;5460.31685088;46.7539368;-1203.3345096;5507.07078768;0.848980131;22.0378146994541
1994;petroleo;Kerosene y Aerokerosene ;1225.15906801025;50.36724;-588.883596;1275.52630801025;3.948741761;48.0658888609778
1994;petroleo;Diesel Oil + Gas Oil;8547.0754464;694.087728;-1155.8885983251;9241.1631744;7.510826450;13.5237907465992
1994;petroleo;Fuel Oil ;2545.0487496;0;-643.39744;2545.0487496;0.000000000;25.2803581896465
1993;gas;Gas Distribuido por Redes;18308.5388565;0;0;18308.5388565;0.000000000;0
1993;gas;Gas de Refinería ;711.001274981689;0;0;711.001274981689;0.000000000;0
1993;gas;Gas Licuado ;1832.226;0;-531.025753424658;1832.226;0.000000000;28.982546554009
1993;petroleo;Gasolina Natural;160.08184;0;0;160.08184;0.000000000;0
1993;petroleo;Otras Naftas;616.05693528;0;0;616.05693528;0.000000000;0
1993;petroleo;Motonafta Total ;5309.83902096;0;-1323.6872664;5309.83902096;0.000000000;24.9289528585498
1993;petroleo;Kerosene y Aerokerosene ;1214.67276;0;-475.642986;1214.67276;0.000000000;39.1581174504975
1993;petroleo;Diesel Oil + Gas Oil;9153.952884;226.990964148973;-1896.80577230769;9380.94384814897;2.419702834;20.7211659962013
1993;petroleo;Fuel Oil ;2860.7756877;0;-214.522;2860.7756877;0.000000000;7.49873542767944
1992;gas;Gas Distribuido por Redes;16525.178029425;0;0;16525.178029425;0.000000000;0
1992;gas;Gas de Refinería ;673.006237490845;0;0;673.006237490845;0.000000000;0
1992;gas;Gas Licuado ;1903.4862;0;-275.849863013699;1903.4862;0.000000000;14.4918236346394
1992;petroleo;Gasolina Natural;100;0;0;100;0.000000000;0
1992;petroleo;Otras Naftas;619.92441948;0;0;619.92441948;0.000000000;0
1992;petroleo;Motonafta Total ;5343.17314536;0;-1444.0400232;5343.17314536;0.000000000;27.025888623018
1992;petroleo;Kerosene y Aerokerosene ;1175.40108;115.8864;-539.058282;1291.28748;8.974484907;45.8616459668388
1992;petroleo;Diesel Oil + Gas Oil;9044.8820784;15.6545492516533;-1982.74152448841;9060.53662765165;0.172777286;21.9211428883454
1992;petroleo;Fuel Oil ;3121.0347924;559.13508;-786.24518;3680.1698724;15.193186711;25.1918108030893
1991;gas;Gas Distribuido por Redes;16206.0686868;0;0;16206.0686868;0.000000000;0
1991;gas;Gas de Refinería ;654.8112;0;0;654.8112;0.000000000;0
1991;gas;Gas Licuado ;1647.8011;0;-219.144109589041;1647.8011;0.000000000;13.2991845671811
1991;petroleo;Gasolina Natural;70;0;0;70;0.000000000;0
1991;petroleo;Otras Naftas;590.42470428;0;0;590.42470428;0.000000000;0
1991;petroleo;Motonafta Total ;5088.91297896;0;-1119.555928;5088.91297896;0.000000000;21.9999031743867
1991;petroleo;Kerosene y Aerokerosene ;1100.83764;44.7384;-427.01568;1145.57604;3.905319109;38.79006898783
1991;petroleo;Diesel Oil + Gas Oil;8118.611244;261.778851374869;-2026.68895175942;8380.39009537487;3.123707231;24.9634930266827
1991;petroleo;Fuel Oil ;3384.1564722;0.6118532;-222.7024716;3384.7683254;0.018076664;6.58073801933939
1990;gas;Gas Distribuido por Redes;15594.9432973;0;0;15594.9432973;0.000000000;0
1990;gas;Gas de Refinería ;600.5169;0;0;600.5169;0.000000000;0
1990;gas;Gas Licuado ;1595.2893;0;-104.551232876712;1595.2893;0.000000000;6.5537475163102
1990;petroleo;Gasolina Natural;100;0;0;100;0.000000000;0
1990;petroleo;Otras Naftas;439.86555636;0;0;439.86555636;0.000000000;0
1990;petroleo;Motonafta Total ;3791.23285752;0.025984008;-795.0718328;3791.258841528;0.000685366;20.9713268132016
1990;petroleo;Kerosene y Aerokerosene ;1222.79472;0;-449.152158;1222.79472;0.000000000;36.7316075751456
1990;petroleo;Diesel Oil + Gas Oil;7709.4925464;0;-1634.87539149377;7709.4925464;0.000000000;21.2060052157024
1990;petroleo;Fuel Oil ;3833.0649252;0;-427.9513;3833.0649252;0.000000000;11.164728705389
